chartink_symbol,nse_symbol,quantity,amount,broker,transaction_type,product,category
GPIL,GPIL-EQ,,20000,*,B,CNC,small_cap
GPPL,GPPL-EQ,,20000,*,B,CNC,small_cap
GPTHEALTH,GPTHEALTH-EQ,,20000,*,B,CNC,small_cap
GPTINFRA,GPTINFRA-EQ,,20000,*,B,CNC,small_cap
GRADIENTE,GRADIENTE-EQ,,20000,*,B,CNC,small_cap
GRANDOAK,GRANDOAK-EQ,,20000,*,B,CNC,small_cap
GRANULES,GRANULES-EQ,,20000,*,B,CNC,small_cap
GRAPHITE,GRAPHITE-EQ,,20000,*,B,CNC,small_cap
GRASIM,GRASIM-EQ,,50000,*,B,CNC,large_cap
GRAUWEIL,GRAUWEIL-EQ,,20000,*,B,CNC,small_cap
GRAVISSHO,GRAVISSHO-EQ,,20000,*,B,CNC,small_cap
GRAVITA,GRAVITA-EQ,,20000,*,B,CNC,small_cap
GREAVESCOT,GREAVESCOT-EQ,,20000,*,B,CNC,small_cap
GREENLAM,GREENLAM-EQ,,20000,*,B,CNC,small_cap
GREENPANEL,GREENPANEL-EQ,,20000,*,B,CNC,small_cap
GREENPLY,GREENPLY-EQ,,20000,*,B,CNC,small_cap
GREENPOWER,GREENPOWER-EQ,,20000,*,B,CNC,small_cap
GRINDWELL,GRINDWELL-EQ,,20000,*,B,CNC,small_cap
GRINFRA,GRINFRA-EQ,,20000,*,B,CNC,small_cap
GRMOVER,GRMOVER-EQ,,20000,*,B,CNC,small_cap
GROBTEA,GROBTEA-EQ,,20000,*,B,CNC,small_cap
GROWW,GROWW-EQ,,20000,*,B,CNC,small_cap
GRPLTD,GRPLTD-EQ,,20000,*,B,CNC,small_cap
GRSE,GRSE-EQ,,20000,*,B,CNC,small_cap
GRWRHITECH,GRWRHITECH-EQ,,20000,*,B,CNC,small_cap
GSFC,GSFC-EQ,,20000,*,B,CNC,small_cap
GSLSU,GSLSU-EQ,,20000,*,B,CNC,small_cap
GSPCROP,GSPCROP-EQ,,20000,*,B,CNC,small_cap
GSS,GSS-EQ,,20000,*,B,CNC,small_cap
GTECJAINX,GTECJAINX-EQ,,20000,*,B,CNC,small_cap
GTL,GTL-EQ,,20000,*,B,CNC,small_cap
GTLINFRA,GTLINFRA-EQ,,20000,*,B,CNC,small_cap
GTPL,GTPL-EQ,,20000,*,B,CNC,small_cap
GUFICBIO,GUFICBIO-EQ,,20000,*,B,CNC,small_cap
GUJALKALI,GUJALKALI-EQ,,20000,*,B,CNC,small_cap
GUJAPOLLO,GUJAPOLLO-EQ,,20000,*,B,CNC,small_cap
GUJGASLTD,GUJGASLTD-EQ,,30000,*,B,CNC,mid_cap
GUJRAFFIA,GUJRAFFIA-EQ,,20000,*,B,CNC,small_cap
GUJTHEM,GUJTHEM-EQ,,20000,*,B,CNC,small_cap
GULFOILLUB,GULFOILLUB-EQ,,20000,*,B,CNC,small_cap
GULFPETRO,GULFPETRO-EQ,,20000,*,B,CNC,small_cap
GULPOLY,GULPOLY-EQ,,20000,*,B,CNC,small_cap
GVKPIL,GVKPIL-EQ,,20000,*,B,CNC,small_cap
GVPIL,GVPIL-EQ,,20000,*,B,CNC,small_cap
GVPTECH,GVPTECH-EQ,,20000,*,B,CNC,small_cap
GVT&D,GVT&D-EQ,,20000,*,B,CNC,small_cap
HAL,HAL-EQ,,20000,*,B,CNC,small_cap
HALDER,HALDER-EQ,,20000,*,B,CNC,small_cap
HALDYNGL,HALDYNGL-EQ,,20000,*,B,CNC,small_cap
HALEOSLABS,HALEOSLABS-EQ,,20000,*,B,CNC,small_cap
HAPPSTMNDS,HAPPSTMNDS-EQ,,20000,*,B,CNC,small_cap
HAPPYFORGE,HAPPYFORGE-EQ,,20000,*,B,CNC,small_cap
HARDWYN,HARDWYN-EQ,,20000,*,B,CNC,small_cap
HARIOMPIPE,HARIOMPIPE-EQ,,20000,*,B,CNC,small_cap
HARRMALAYA,HARRMALAYA-EQ,,20000,*,B,CNC,small_cap
HARSHA,HARSHA-EQ,,20000,*,B,CNC,small_cap
HATHWAY,HATHWAY-EQ,,20000,*,B,CNC,small_cap
HATSUN,HATSUN-EQ,,20000,*,B,CNC,small_cap
HAVELLS,HAVELLS-EQ,,50000,*,B,CNC,large_cap
HAVISHA,HAVISHA-EQ,,20000,*,B,CNC,small_cap
HAWKINCOOK,HAWKINCOOK-EQ,,20000,*,B,CNC,small_cap
HBESD,HBESD-EQ,,20000,*,B,CNC,small_cap
HBLENGINE,HBLENGINE-EQ,,20000,*,B,CNC,small_cap
HBSL,HBSL-EQ,,20000,*,B,CNC,small_cap
HCC,HCC-EQ,,20000,*,B,CNC,small_cap
HCG,HCG-EQ,,20000,*,B,CNC,small_cap
HCL-INSYS,HCL-INSYS-EQ,,20000,*,B,CNC,small_cap
HCLTECH,HCLTECH-EQ,,50000,*,B,CNC,large_cap
HDBFS,HDBFS-EQ,,20000,*,B,CNC,small_cap
HDFCAMC,HDFCAMC-EQ,,30000,*,B,CNC,mid_cap
HDFCBANK,HDFCBANK-EQ,,50000,*,B,CNC,large_cap
HDFCLIFE,HDFCLIFE-EQ,,50000,*,B,CNC,large_cap
HDIL,HDIL-EQ,,20000,*,B,CNC,small_cap
HEADSUP,HEADSUP-EQ,,20000,*,B,CNC,small_cap
HEALTHX,HEALTHX-EQ,,20000,*,B,CNC,small_cap
HECPROJECT,HECPROJECT-EQ,,20000,*,B,CNC,small_cap
HEG,HEG-EQ,,20000,*,B,CNC,small_cap
HEIDELBERG,HEIDELBERG-EQ,,20000,*,B,CNC,small_cap
HEMIPROP,HEMIPROP-EQ,,20000,*,B,CNC,small_cap
HERANBA,HERANBA-EQ,,20000,*,B,CNC,small_cap
HERITGFOOD,HERITGFOOD-EQ,,20000,*,B,CNC,small_cap
HEROMOTOCO,HEROMOTOCO-EQ,,50000,*,B,CNC,large_cap
HESTERBIO,HESTERBIO-EQ,,20000,*,B,CNC,small_cap
HEXATRADEX,HEXATRADEX-EQ,,20000,*,B,CNC,small_cap
HEXT,HEXT-EQ,,20000,*,B,CNC,small_cap
HFCL,HFCL-EQ,,20000,*,B,CNC,small_cap
HGINFRA,HGINFRA-EQ,,20000,*,B,CNC,small_cap
HGM,HGM-EQ,,20000,*,B,CNC,small_cap
HGS,HGS-EQ,,20000,*,B,CNC,small_cap
HIKAL,HIKAL-EQ,,20000,*,B,CNC,small_cap
HILINFRA,HILINFRA-EQ,,20000,*,B,CNC,small_cap
HILTON,HILTON-EQ,,20000,*,B,CNC,small_cap
HIMATSEIDE,HIMATSEIDE-EQ,,20000,*,B,CNC,small_cap
HINDALCO,HINDALCO-EQ,,50000,*,B,CNC,large_cap
HINDCOMPOS,HINDCOMPOS-EQ,,20000,*,B,CNC,small_cap
HINDCON,HINDCON-EQ,,20000,*,B,CNC,small_cap
HINDCOPPER,HINDCOPPER-EQ,,20000,*,B,CNC,small_cap
HINDOILEXP,HINDOILEXP-EQ,,20000,*,B,CNC,small_cap
HINDPETRO,HINDPETRO-EQ,,30000,*,B,CNC,mid_cap
HINDUNILVR,HINDUNILVR-EQ,,50000,*,B,CNC,large_cap
HINDWAREAP,HINDWAREAP-EQ,,20000,*,B,CNC,small_cap
HINDZINC,HINDZINC-EQ,,50000,*,B,CNC,large_cap
HIRECT,HIRECT-EQ,,20000,*,B,CNC,small_cap
HISARMETAL,HISARMETAL-EQ,,20000,*,B,CNC,small_cap
HITECH,HITECH-EQ,,20000,*,B,CNC,small_cap
HITECHCORP,HITECHCORP-EQ,,20000,*,B,CNC,small_cap
HITECHGEAR,HITECHGEAR-EQ,,20000,*,B,CNC,small_cap
HLEGLAS,HLEGLAS-EQ,,20000,*,B,CNC,small_cap
HLVLTD,HLVLTD-EQ,,20000,*,B,CNC,small_cap
HMAAGRO,HMAAGRO-EQ,,20000,*,B,CNC,small_cap
HMT,HMT-EQ,,20000,*,B,CNC,small_cap
HMVL,HMVL-EQ,,20000,*,B,CNC,small_cap
HNDFDS,HNDFDS-EQ,,20000,*,B,CNC,small_cap
HOMEFIRST,HOMEFIRST-EQ,,20000,*,B,CNC,small_cap
HONASA,HONASA-EQ,,20000,*,B,CNC,small_cap
HONAUT,HONAUT-EQ,,30000,*,B,CNC,mid_cap
HONDAPOWER,HONDAPOWER-EQ,,20000,*,B,CNC,small_cap
HPAL,HPAL-EQ,,20000,*,B,CNC,small_cap
HPIL,HPIL-EQ,,20000,*,B,CNC,small_cap
HPL,HPL-EQ,,20000,*,B,CNC,small_cap
HSCL,HSCL-EQ,,20000,*,B,CNC,small_cap
HTMEDIA,HTMEDIA-EQ,,20000,*,B,CNC,small_cap
HUBTOWN,HUBTOWN-EQ,,20000,*,B,CNC,small_cap
HUDCO,HUDCO-EQ,,30000,*,B,CNC,mid_cap
HUHTAMAKI,HUHTAMAKI-EQ,,20000,*,B,CNC,small_cap
HYBRIDFIN,HYBRIDFIN-EQ,,20000,*,B,CNC,small_cap
HYUNDAI,HYUNDAI-EQ,,20000,*,B,CNC,small_cap
IBULLSLTD,IBULLSLTD-EQ,,20000,*,B,CNC,small_cap
ICDSLTD,ICDSLTD-EQ,,20000,*,B,CNC,small_cap
ICEMAKE,ICEMAKE-EQ,,20000,*,B,CNC,small_cap
ICICIAMC,ICICIAMC-EQ,,20000,*,B,CNC,small_cap
ICICIBANK,ICICIBANK-EQ,,50000,*,B,CNC,large_cap
ICICIGI,ICICIGI-EQ,,50000,*,B,CNC,large_cap
ICICIPRULI,ICICIPRULI-EQ,,50000,*,B,CNC,large_cap
ICIL,ICIL-EQ,,20000,*,B,CNC,small_cap
ICRA,ICRA-EQ,,20000,*,B,CNC,small_cap
IDBI,IDBI-EQ,,20000,*,B,CNC,small_cap
IDEA,IDEA-EQ,,30000,*,B,CNC,mid_cap
IDEAFORGE,IDEAFORGE-EQ,,20000,*,B,CNC,small_cap
IDFCFIRSTB,IDFCFIRSTB-EQ,,30000,*,B,CNC,mid_cap
IEX,IEX-EQ,,20000,*,B,CNC,small_cap
IFBAGRO,IFBAGRO-EQ,,20000,*,B,CNC,small_cap
IFBIND,IFBIND-EQ,,20000,*,B,CNC,small_cap
IFCI,IFCI-EQ,,20000,*,B,CNC,small_cap
IFGLEXPOR,IFGLEXPOR-EQ,,20000,*,B,CNC,small_cap
IGARASHI,IGARASHI-EQ,,20000,*,B,CNC,small_cap
IGCL,IGCL-EQ,,20000,*,B,CNC,small_cap
IGIL,IGIL-EQ,,20000,*,B,CNC,small_cap
IGL,IGL-EQ,,30000,*,B,CNC,mid_cap
IGPL,IGPL-EQ,,20000,*,B,CNC,small_cap
IIFL,IIFL-EQ,,20000,*,B,CNC,small_cap
IIFLCAPS,IIFLCAPS-EQ,,20000,*,B,CNC,small_cap
IITL,IITL-EQ,,20000,*,B,CNC,small_cap
IKIO,IKIO-EQ,,20000,*,B,CNC,small_cap
IKS,IKS-EQ,,20000,*,B,CNC,small_cap
IL&FSENGG,IL&FSENGG-EQ,,20000,*,B,CNC,small_cap
IL&FSTRANS,IL&FSTRANS-EQ,,20000,*,B,CNC,small_cap
IMAGICAA,IMAGICAA-EQ,,20000,*,B,CNC,small_cap
IMFA,IMFA-EQ,,20000,*,B,CNC,small_cap
IMPAL,IMPAL-EQ,,20000,*,B,CNC,small_cap
IMPEXFERRO,IMPEXFERRO-EQ,,20000,*,B,CNC,small_cap
INA,INA-EQ,,20000,*,B,CNC,small_cap
INCREDIBLE,INCREDIBLE-EQ,,20000,*,B,CNC,small_cap
INDBANK,INDBANK-EQ,,20000,*,B,CNC,small_cap
INDGN,INDGN-EQ,,20000,*,B,CNC,small_cap
INDHOTEL,INDHOTEL-EQ,,20000,*,B,CNC,small_cap
INDIACEM,INDIACEM-EQ,,20000,*,B,CNC,small_cap
INDIAGLYCO,INDIAGLYCO-EQ,,20000,*,B,CNC,small_cap
INDIAMART,INDIAMART-EQ,,20000,*,B,CNC,small_cap
INDIANB,INDIANB-EQ,,30000,*,B,CNC,mid_cap
INDIANCARD,INDIANCARD-EQ,,20000,*,B,CNC,small_cap
INDIANHUME,INDIANHUME-EQ,,20000,*,B,CNC,small_cap
INDIASHLTR,INDIASHLTR-EQ,,20000,*,B,CNC,small_cap
INDIGO,INDIGO-EQ,,50000,*,B,CNC,large_cap
INDIGOPNTS,INDIGOPNTS-EQ,,20000,*,B,CNC,small_cap
INDIQUBE,INDIQUBE-EQ,,20000,*,B,CNC,small_cap
INDNIPPON,INDNIPPON-EQ,,20000,*,B,CNC,small_cap
INDOAMIN,INDOAMIN-EQ,,20000,*,B,CNC,small_cap
INDOBORAX,INDOBORAX-EQ,,20000,*,B,CNC,small_cap
INDOCO,INDOCO-EQ,,20000,*,B,CNC,small_cap
INDOFARM,INDOFARM-EQ,,20000,*,B,CNC,small_cap
INDORAMA,INDORAMA-EQ,,20000,*,B,CNC,small_cap
INDOSTAR,INDOSTAR-EQ,,20000,*,B,CNC,small_cap
INDOTECH,INDOTECH-EQ,,20000,*,B,CNC,small_cap
INDOTHAI,INDOTHAI-EQ,,20000,*,B,CNC,small_cap
INDOUS,INDOUS-EQ,,20000,*,B,CNC,small_cap
INDOWIND,INDOWIND-EQ,,20000,*,B,CNC,small_cap
INDPRUD,INDPRUD-EQ,,20000,*,B,CNC,small_cap
INDRAMEDCO,INDRAMEDCO-EQ,,20000,*,B,CNC,small_cap
INDSWFTLAB,INDSWFTLAB-EQ,,20000,*,B,CNC,small_cap
INDTERRAIN,INDTERRAIN-EQ,,20000,*,B,CNC,small_cap
INDUSINDBK,INDUSINDBK-EQ,,50000,*,B,CNC,large_cap
INDUSTOWER,INDUSTOWER-EQ,,30000,*,B,CNC,mid_cap
INFOBEAN,INFOBEAN-EQ,,20000,*,B,CNC,small_cap
INFOMEDIA,INFOMEDIA-EQ,,20000,*,B,CNC,small_cap
INFY,INFY-EQ,,50000,*,B,CNC,large_cap
INGERRAND,INGERRAND-EQ,,20000,*,B,CNC,small_cap
INNOVACAP,INNOVACAP-EQ,,20000,*,B,CNC,small_cap
INNOVANA,INNOVANA-EQ,,20000,*,B,CNC,small_cap
INNOVISION,INNOVISION-EQ,,20000,*,B,CNC,small_cap
INOXGREEN,INOXGREEN-EQ,,20000,*,B,CNC,small_cap
INOXINDIA,INOXINDIA-EQ,,20000,*,B,CNC,small_cap
INOXWIND,INOXWIND-EQ,,20000,*,B,CNC,small_cap
INSECTICID,INSECTICID-EQ,,20000,*,B,CNC,small_cap
INSPIRISYS,INSPIRISYS-EQ,,20000,*,B,CNC,small_cap
INTELLECT,INTELLECT-EQ,,20000,*,B,CNC,small_cap
INTENTECH,INTENTECH-EQ,,20000,*,B,CNC,small_cap
INTERARCH,INTERARCH-EQ,,20000,*,B,CNC,small_cap
INTLCONV,INTLCONV-EQ,,20000,*,B,CNC,small_cap
INVENTURE,INVENTURE-EQ,,20000,*,B,CNC,small_cap
INVPRECQ,INVPRECQ-EQ,,20000,*,B,CNC,small_cap
IOB,IOB-EQ,,20000,*,B,CNC,small_cap
IOC,IOC-EQ,,20000,*,B,CNC,small_cap
IOLCP,IOLCP-EQ,,20000,*,B,CNC,small_cap
IONEXCHANG,IONEXCHANG-EQ,,20000,*,B,CNC,small_cap
IPCALAB,IPCALAB-EQ,,30000,*,B,CNC,mid_cap
IPL,IPL-EQ,,20000,*,B,CNC,small_cap
IRB,IRB-EQ,,30000,*,B,CNC,mid_cap
IRCON,IRCON-EQ,,20000,*,B,CNC,small_cap
IRCTC,IRCTC-EQ,,30000,*,B,CNC,mid_cap
IREDA,IREDA-EQ,,30000,*,B,CNC,mid_cap
IRFC,IRFC-EQ,,20000,*,B,CNC,small_cap
IRIS,IRIS-EQ,,20000,*,B,CNC,small_cap
IRISDOREME,IRISDOREME-EQ,,20000,*,B,CNC,small_cap
IRMENERGY,IRMENERGY-EQ,,20000,*,B,CNC,small_cap
ISFT,ISFT-EQ,,20000,*,B,CNC,small_cap
ISGEC,ISGEC-EQ,,20000,*,B,CNC,small_cap
ISHANCH,ISHANCH-EQ,,20000,*,B,CNC,small_cap
ITC,ITC-EQ,,50000,*,B,CNC,large_cap
ITCHOTELS,ITCHOTELS-EQ,,20000,*,B,CNC,small_cap
ITDC,ITDC-EQ,,20000,*,B,CNC,small_cap
ITI,ITI-EQ,,20000,*,B,CNC,small_cap
IVALUE,IVALUE-EQ,,20000,*,B,CNC,small_cap
IVC,IVC-EQ,,20000,*,B,CNC,small_cap
IVP,IVP-EQ,,20000,*,B,CNC,small_cap
IWP,IWP-EQ,,20000,*,B,CNC,small_cap
IXIGO,IXIGO-EQ,,20000,*,B,CNC,small_cap
IZMO,IZMO-EQ,,20000,*,B,CNC,small_cap
J&KBANK,J&KBANK-EQ,,20000,*,B,CNC,small_cap
JAGRAN,JAGRAN-EQ,,20000,*,B,CNC,small_cap
JAGSNPHARM,JAGSNPHARM-EQ,,20000,*,B,CNC,small_cap
JAIBALAJI,JAIBALAJI-EQ,,20000,*,B,CNC,small_cap
JAICORPLTD,JAICORPLTD-EQ,,20000,*,B,CNC,small_cap
JAINREC,JAINREC-EQ,,20000,*,B,CNC,small_cap
JAIPURKURT,JAIPURKURT-EQ,,20000,*,B,CNC,small_cap
JAMNAAUTO,JAMNAAUTO-EQ,,20000,*,B,CNC,small_cap
JARO,JARO-EQ,,20000,*,B,CNC,small_cap
JASH,JASH-EQ,,20000,*,B,CNC,small_cap
JAYAGROGN,JAYAGROGN-EQ,,20000,*,B,CNC,small_cap
JAYBARMARU,JAYBARMARU-EQ,,20000,*,B,CNC,small_cap
JAYKAY,JAYKAY-EQ,,20000,*,B,CNC,small_cap
JAYNECOIND,JAYNECOIND-EQ,,20000,*,B,CNC,small_cap
JAYSREETEA,JAYSREETEA-EQ,,20000,*,B,CNC,small_cap
JBCHEPHARM,JBCHEPHARM-EQ,,20000,*,B,CNC,small_cap
JBMA,JBMA-EQ,,20000,*,B,CNC,small_cap
JETFREIGHT,JETFREIGHT-EQ,,20000,*,B,CNC,small_cap
JGCHEM,JGCHEM-EQ,,20000,*,B,CNC,small_cap
JHS,JHS-EQ,,20000,*,B,CNC,small_cap
JINDALPHOT,JINDALPHOT-EQ,,20000,*,B,CNC,small_cap
JINDALPOLY,JINDALPOLY-EQ,,20000,*,B,CNC,small_cap
JINDALSAW,JINDALSAW-EQ,,20000,*,B,CNC,small_cap
JINDALSTEL,JINDALSTEL-EQ,,20000,*,B,CNC,small_cap
JINDRILL,JINDRILL-EQ,,20000,*,B,CNC,small_cap
JINDWORLD,JINDWORLD-EQ,,20000,*,B,CNC,small_cap
JIOFIN,JIOFIN-EQ,,20000,*,B,CNC,small_cap
JISLDVREQS,JISLDVREQS-EQ,,20000,*,B,CNC,small_cap
JISLJALEQS,JISLJALEQS-EQ,,20000,*,B,CNC,small_cap
JITFINFRA,JITFINFRA-EQ,,20000,*,B,CNC,small_cap
JKCEMENT,JKCEMENT-EQ,,30000,*,B,CNC,mid_cap
JKIL,JKIL-EQ,,20000,*,B,CNC,small_cap
JKIPL,JKIPL-EQ,,20000,*,B,CNC,small_cap
JKLAKSHMI,JKLAKSHMI-EQ,,20000,*,B,CNC,small_cap
JKPAPER,JKPAPER-EQ,,20000,*,B,CNC,small_cap
JKTYRE,JKTYRE-EQ,,20000,*,B,CNC,small_cap
JLHL,JLHL-EQ,,20000,*,B,CNC,small_cap
JMA,JMA-EQ,,20000,*,B,CNC,small_cap
JMFINANCIL,JMFINANCIL-EQ,,20000,*,B,CNC,small_cap
JNKINDIA,JNKINDIA-EQ,,20000,*,B,CNC,small_cap
JOCIL,JOCIL-EQ,,20000,*,B,CNC,small_cap
JPOLYINVST,JPOLYINVST-EQ,,20000,*,B,CNC,small_cap
JPPOWER,JPPOWER-EQ,,20000,*,B,CNC,small_cap
JSFB,JSFB-EQ,,20000,*,B,CNC,small_cap
JSL,JSL-EQ,,30000,*,B,CNC,mid_cap
JSLL,JSLL-EQ,,20000,*,B,CNC,small_cap
JSWCEMENT,JSWCEMENT-EQ,,20000,*,B,CNC,small_cap
JSWDULUX,JSWDULUX-EQ,,20000,*,B,CNC,small_cap
JSWENERGY,JSWENERGY-EQ,,20000,*,B,CNC,small_cap
JSWHL,JSWHL-EQ,,20000,*,B,CNC,small_cap
JSWINFRA,JSWINFRA-EQ,,30000,*,B,CNC,mid_cap
JSWSTEEL,JSWSTEEL-EQ,,50000,*,B,CNC,large_cap
JTEKTINDIA,JTEKTINDIA-EQ,,20000,*,B,CNC,small_cap
JTLIND,JTLIND-EQ,,20000,*,B,CNC,small_cap
JUBLCPL,JUBLCPL-EQ,,20000,*,B,CNC,small_cap
JUBLFOOD,JUBLFOOD-EQ,,30000,*,B,CNC,mid_cap
JUBLINGREA,JUBLINGREA-EQ,,20000,*,B,CNC,small_cap
JUBLPHARMA,JUBLPHARMA-EQ,,20000,*,B,CNC,small_cap
JUNIPER,JUNIPER-EQ,,20000,*,B,CNC,small_cap
JUSTDIAL,JUSTDIAL-EQ,,20000,*,B,CNC,small_cap
JWL,JWL-EQ,,20000,*,B,CNC,small_cap
JYOTHYLAB,JYOTHYLAB-EQ,,20000,*,B,CNC,small_cap
JYOTICNC,JYOTICNC-EQ,,20000,*,B,CNC,small_cap
JYOTISTRUC,JYOTISTRUC-EQ,,20000,*,B,CNC,small_cap
KABRAEXTRU,KABRAEXTRU-EQ,,20000,*,B,CNC,small_cap
KAJARIACER,KAJARIACER-EQ,,20000,*,B,CNC,small_cap
KAKATCEM,KAKATCEM-EQ,,20000,*,B,CNC,small_cap
KALAMANDIR,KALAMANDIR-EQ,,20000,*,B,CNC,small_cap
KALPATARU,KALPATARU-EQ,,20000,*,B,CNC,small_cap
KALYANI,KALYANI-EQ,,20000,*,B,CNC,small_cap
KALYANIFRG,KALYANIFRG-EQ,,20000,*,B,CNC,small_cap
KALYANKJIL,KALYANKJIL-EQ,,30000,*,B,CNC,mid_cap
KAMAHOLD,KAMAHOLD-EQ,,20000,*,B,CNC,small_cap
KAMATHOTEL,KAMATHOTEL-EQ,,20000,*,B,CNC,small_cap
KAMDHENU,KAMDHENU-EQ,,20000,*,B,CNC,small_cap
KAMOPAINTS,KAMOPAINTS-EQ,,20000,*,B,CNC,small_cap
KANANIIND,KANANIIND-EQ,,20000,*,B,CNC,small_cap
KANCHI,KANCHI-EQ,,20000,*,B,CNC,small_cap
KANORICHEM,KANORICHEM-EQ,,20000,*,B,CNC,small_cap
KANPRPLA,KANPRPLA-EQ,,20000,*,B,CNC,small_cap
KANSAINER,KANSAINER-EQ,,20000,*,B,CNC,small_cap
KAPSTON,KAPSTON-EQ,,20000,*,B,CNC,small_cap
KARMAENG,KARMAENG-EQ,,20000,*,B,CNC,small_cap
KARURVYSYA,KARURVYSYA-EQ,,20000,*,B,CNC,small_cap
KAUSHALYA,KAUSHALYA-EQ,,20000,*,B,CNC,small_cap
KAVDEFENCE,KAVDEFENCE-EQ,,20000,*,B,CNC,small_cap
KAYA,KAYA-EQ,,20000,*,B,CNC,small_cap
KAYNES,KAYNES-EQ,,20000,*,B,CNC,small_cap
KCP,KCP-EQ,,20000,*,B,CNC,small_cap
KCPSUGIND,KCPSUGIND-EQ,,20000,*,B,CNC,small_cap
KDDL,KDDL-EQ,,20000,*,B,CNC,small_cap
KEC,KEC-EQ,,20000,*,B,CNC,small_cap
KECL,KECL-EQ,,20000,*,B,CNC,small_cap
KEEPLEARN,KEEPLEARN-EQ,,20000,*,B,CNC,small_cap
KEI,KEI-EQ,,30000,*,B,CNC,mid_cap
KELLTONTEC,KELLTONTEC-EQ,,20000,*,B,CNC,small_cap
KENNAMET,KENNAMET-EQ,,20000,*,B,CNC,small_cap
KERNEX,KERNEX-EQ,,20000,*,B,CNC,small_cap
KESORAMIND,KESORAMIND-EQ,,20000,*,B,CNC,small_cap
KEYFINSERV,KEYFINSERV-EQ,,20000,*,B,CNC,small_cap
KFINTECH,KFINTECH-EQ,,20000,*,B,CNC,small_cap
KHADIM,KHADIM-EQ,,20000,*,B,CNC,small_cap
KHAICHEM,KHAICHEM-EQ,,20000,*,B,CNC,small_cap
KHAITANLTD,KHAITANLTD-EQ,,20000,*,B,CNC,small_cap
KHANDSE,KHANDSE-EQ,,20000,*,B,CNC,small_cap
KICL,KICL-EQ,,20000,*,B,CNC,small_cap
KILITCH,KILITCH-EQ,,20000,*,B,CNC,small_cap
KIMS,KIMS-EQ,,20000,*,B,CNC,small_cap
KINGFA,KINGFA-EQ,,20000,*,B,CNC,small_cap
KIOCL,KIOCL-EQ,,20000,*,B,CNC,small_cap
KIRANVYPAR,KIRANVYPAR-EQ,,20000,*,B,CNC,small_cap
KIRIINDUS,KIRIINDUS-EQ,,20000,*,B,CNC,small_cap
KIRLFER,KIRLFER-EQ,,20000,*,B,CNC,small_cap
KIRLOSBROS,KIRLOSBROS-EQ,,20000,*,B,CNC,small_cap
KIRLOSENG,KIRLOSENG-EQ,,20000,*,B,CNC,small_cap
KIRLOSIND,KIRLOSIND-EQ,,20000,*,B,CNC,small_cap
KIRLPNU,KIRLPNU-EQ,,20000,*,B,CNC,small_cap
KISSHT,KISSHT-EQ,,20000,*,B,CNC,small_cap
KITEX,KITEX-EQ,,20000,*,B,CNC,small_cap
KKCL,KKCL-EQ,,20000,*,B,CNC,small_cap
KLBRENG-B,KLBRENG-B-EQ,,20000,*,B,CNC,small_cap
KMEW,KMEW-EQ,,20000,*,B,CNC,small_cap
KMSUGAR,KMSUGAR-EQ,,20000,*,B,CNC,small_cap
KNAGRI,KNAGRI-EQ,,20000,*,B,CNC,small_cap
KNRCON,KNRCON-EQ,,20000,*,B,CNC,small_cap
KOHINOOR,KOHINOOR-EQ,,20000,*,B,CNC,small_cap
KOKUYOCMLN,KOKUYOCMLN-EQ,,20000,*,B,CNC,small_cap
KOLTEPATIL,KOLTEPATIL-EQ,,20000,*,B,CNC,small_cap
KOPRAN,KOPRAN-EQ,,20000,*,B,CNC,small_cap
KOTAKBANK,KOTAKBANK-EQ,,50000,*,B,CNC,large_cap
KOTARISUG,KOTARISUG-EQ,,20000,*,B,CNC,small_cap
KOTHARIPET,KOTHARIPET-EQ,,20000,*,B,CNC,small_cap
KOTHARIPRO,KOTHARIPRO-EQ,,20000,*,B,CNC,small_cap
KOTIC,KOTIC-EQ,,20000,*,B,CNC,small_cap
KOTYARK,KOTYARK-EQ,,20000,*,B,CNC,small_cap
KOVAI,KOVAI-EQ,,20000,*,B,CNC,small_cap
KPEL,KPEL-EQ,,20000,*,B,CNC,small_cap
KPIGREEN,KPIGREEN-EQ,,20000,*,B,CNC,small_cap
KPIL,KPIL-EQ,,20000,*,B,CNC,small_cap
KPITTECH,KPITTECH-EQ,,30000,*,B,CNC,mid_cap
KPL,KPL-EQ,,20000,*,B,CNC,small_cap
KPRMILL,KPRMILL-EQ,,30000,*,B,CNC,mid_cap
KRBL,KRBL-EQ,,20000,*,B,CNC,small_cap
KREBSBIO,KREBSBIO-EQ,,20000,*,B,CNC,small_cap
KRIDHANINF,KRIDHANINF-EQ,,20000,*,B,CNC,small_cap
KRISHANA,KRISHANA-EQ,,20000,*,B,CNC,small_cap
KRISHIVAL,KRISHIVAL-EQ,,20000,*,B,CNC,small_cap
KRISHNADEF,KRISHNADEF-EQ,,20000,*,B,CNC,small_cap
KRITI,KRITI-EQ,,20000,*,B,CNC,small_cap
KRITIKA,KRITIKA-EQ,,20000,*,B,CNC,small_cap
KRITINUT,KRITINUT-EQ,,20000,*,B,CNC,small_cap
KRN,KRN-EQ,,20000,*,B,CNC,small_cap
KRONOX,KRONOX-EQ,,20000,*,B,CNC,small_cap
KROSS,KROSS-EQ,,20000,*,B,CNC,small_cap
KRSNAA,KRSNAA-EQ,,20000,*,B,CNC,small_cap
KRYSTAL,KRYSTAL-EQ,,20000,*,B,CNC,small_cap
